2018,按摩是急性运动损伤早期的处理原则.,B,错
2019,冷敷是急性运动损伤晚期的处理方法.,B,错
2020,乒乓球正规比赛用球直径是38mm,B,错
2021,现代足球起源于中国。,B,错
2022,我国男子足球队首次进入世界杯决赛阶段比赛的时间是1998年。,B,错
2023,剧烈运动时，肺通气量的增加主要依靠呼吸深度和呼吸频率的增加，以后者为主。,A,对
2024,可使骨骼肌的体积明显增加的是生长素，女子体内含量低是女性肌肉体积小于男生的因素之一。,B,错
2025,扶墙压肩可发展下列三角肌肌肉的伸展性。,B,错
2026,做十字吊环在肩关节发挥力量的肌肉是胸大肌和背阔肌。,A,对
2027,可绕三个基本轴运动的关节是髋关节。,A,对
2028,头部出血应该压迫的部位为：颞浅动脉。,A,对
2029,前臂出血应该压迫的部位为：锁骨下动脉,B,错
2030,止血带绑扎的位置是：伤口.,B,错
2031,大腿不能采用绷带绑扎止血。,A,对
2032,为防止冻伤，冰敷时间不能超过10分钟。,B,错
2033,网球肘是运动技术性损伤。,A,对
2034,网球肘是急性运动损伤。,B,错
2035,准备活动可以抑制中枢神经的兴奋性。,B,错
2036,"人体整个运动系统包括:骨
、骨连结以及骨骼肌。",A,对
2037,人体最大的籽骨是：髌骨,A,对
2038,人体前臂内侧是：腓骨。,B,错
2039,人体颈椎共有骨头7块。,A,对
2040,"影响关节运动幅度的关键要素是：
关节囊的厚薄",B,错
2041,具有囊内韧带的关节是：肩关节和膝关节,A,对
2042,可绕三个基本轴运动的关节是：髋关节,A,对
2043,限制髋关节过伸的主要结构是：坐骨韧带。,B,错
2044,呼吸肌由肋间外肌、肋间内肌、胸肌组成。,B,错
2045,可维持腹压的肌肉是：腹外斜肌,A,对
2046,国际篮联规定供国际比赛的标准场地为：长26宽14,B,错
2047,目前羽毛球21分制比赛中，在决胜局时，当一方分值达到15分时，双方交换场地,B,错
2048,平滑肌和骨骼肌又称横纹肌的是,B,错
2049,韧带的组织是疏松的。,B,错
2050,加压包扎止血法不能用于股动脉。,A,对
2051,加垫屈肢止血法不能应用于躯干。,A,对
2052,肌肉约占人体体重的：60%-65%,B,错
2053,使用弹性绷带对受伤部位进行包扎时应注意从肢体近端往末端方向包扎,B,错
2054,"根据运动项目特点,健美不容易出现挫伤",A,对
2055,在运动中发生肌肉痉挛最为频繁的部位是小腿。,A,对
2056,运动中发生的肌肉痉挛应马上对痉挛部位进行牵拉。,A,对
2057,英文“CPR”的中文全称是：心脏急救。,B,错
2058,根据项目特点，排球最容易发生尺神经麻痹。,B,错
2059,根据运动员运动损伤的部位特点，肩关节不是最容易损伤部位,A,对
2060,发展股后肌群伸展性，最好采用：跪撑后倒。,B,错
2061,91. 与无锻炼者相比，有锻炼者进行定量运动时心血管机能没有反应大的特点,A,对
2062,根据运动项目特点，篮球接球动作最容易受伤部位是膝关节。,B,错
2063,根据运动项目特点，乒乓球运动最容易受伤部位是：腕关节。,A,对
2064,对开放性运动损伤伤口的处理原则是拔出嵌入体内的物品。,B,错
2065,撕裂伤最容易发生的部位是：肩部。,B,错
2066,心肺复苏中的胸外按压位置是心脏上方。,B,错
2067,肌内效贴是由日本的专家发明的,A,对
2068,砂浴疗法不能用于骨折损伤,A,对
2069,热疗法不能用于急性闭合性软组织的早期形势的治疗,A,对
2070,急性运动损伤处理中常用的冷疗法作用是对受伤部位进行消毒。,B,错
2071,急性脑震荡发生时的临场表现有意识障碍、逆行性健忘以及自主神经功能紊乱。,A,对
2072,脑震荡有显著的脑解剖性和结构性组织伤害。,B,错
2073,运动过程中的肌肉痉挛是指肌肉有规律的自由收缩现象。,B,错
2074,运动过程中最容易出现肌肉痉挛的肌肉是肱二头肌。,B,错
2075,人体由安静状态到剧烈运动时，机体容易出现“极点”现象，这不是一种正常的生理现象。,B,错
2076,人体运动过程中出现的“极点”现象是由于内脏器官的惰性和身体的乳酸积累造成的。,A,对
2077,“极点”和“第二次呼吸”是中长跑运动中常见的生理现象，只要坚持锻炼和处理得当，这种现象是可以推迟和减轻的。,A,对
2078,由于剧烈运动，使大量血液积聚在下肢，回心血量减少，容易引起运动性昏厥。,A,对
2079,当腓肠肌出现痉挛时，应膝关节弯曲，蹲压。,B,错
2080,运动中一旦出现“极点”应及时停止运动，以缓解身体不适。,B,错
2081,运动过程中，由于肺部缺氧而发生的暂时性知觉丧失的现象称之为运动性昏厥。,B,错
2082,长期喝运动饮料有助于调节体内电解质的平衡。,B,错
2083,糖原是运动时的主要能量来源之一，主要存在于肌肉和心脏之中。,B,错
2084,口服维生素c有助于受伤组织的修复，从而减轻或缓解酸痛。,A,对
2085,“第二次呼吸”出现以后，循环机能将稳定在较高的水平上。,A,对
2086,冬季下水游泳之前，应先用热水淋浴，防止冻伤。,B,错
2087,挫伤是指由于身体局部受到钝器打击而引起的深层组织的开放性损伤。,B,错
2088,急性损伤局部触诊皮肤温度升高,A,对
2089,关节软骨损伤，如髌骨软骨病、骨关节病等，大多系劳损所致。,A,对
2090,“末端病”的发生是先有腱组织损害，继而再产生血管的病理改变,B,错
2091,网球肘：又名肱骨外上髁炎 ，因网球运动员易患而得名,A,对
2092,疲劳性骨膜炎一般改变训练方案，多可自愈，不直接影响训练；而疲劳性骨折则愈合困难。,A,对
2093,髌骨软骨病、骨关节病等，大多系劳损所致。由于软骨受伤后难以完全再生，因而治疗也较为困难。,A,对
2094,在慢性小损伤中，有的属陈旧性损伤，但更多的则是劳损，属运动技术伤。,A,对
2095,常见的运动损伤一般都有局部肿胀、皮下内出血现象。,A,对
2096,骨骼、肌肉、肌腱慢性损伤也是血液循环障碍的结果。,A,对
2097,晕厥：是一时性的全大脑半球及脑干供血不足引起发作性短暂意识丧失伴肌张力消失而倒地的现象,A,对
2098,身高标准体重是指身高与体重两者的比例应在正常的范围。其测的数据主要是针对人体（ ） 进行评价。,D,形态
2099,《国家学 生体质健康标准》测试中，反映（ ）的台阶试验是一种评价的定量负荷试验。,C,心血管机能
2100,发展灵敏素质的有效方法是(  ),A,图形变换跑  
2101,发展速度素质的方法是(  ),C,最快的动作练习
2102,发展体能的原则是(  ),D,以上都是
2103,根据学校特点，学生在制定锻炼计划是一般以（ ）为一个锻炼周期。,D,一年或一学期
2104,国家推行全民健身计划，实施体育（），进行体质监测。,C,锻炼标准
2105,经过锻炼后，大学二年级男子肺活量达到（）毫升及格,C,3100毫升
2106,经过锻炼后，大学一年级女子肺活量达到（）毫升及格,A,2000毫升
2107,决定跳远成绩的主要因素是(  ),C,腾起初速度和角度
2108,力量训练后蛋白质会在（）天后产生超量恢复,D,3-4天
2109,"毛主席在（）年为中华全国体育总会的成立题写了“发展体育运动,增强人民体质”的题词",D,1952
2110,没有锻炼基础的人，如果一开始就参加时间长、强度大的运动训练，身体就会出现不良的感觉。这种锻炼方法主要是违背了( )原则。,D,循序渐进
2111,耐久跑的呼吸方法，一般采用(  )呼吸。,C, 鼻和口同时
2112,女性脂肪比例大于（）为肥胖。,D,30%
2113,人体在从事体育活动过程中常常出现疲劳症状，并伴有人体的生理机能、（）状态的变化。,B,心理
2114,人在长期坚持运动中，下列哪个说法的错误的（）,C,肌纤维的活动数增加，从60%增长到80%
2115,柔韧性训练的基本方法是(  ),C,拉伸法  
2116,体育锻炼的运动量应掌握在（）。,A,不影响第二天的工作、学习、生活为标准
2117,为了发展学生的身体素质和跑的能力，下列--组辅助练习中用于增强腿部力量，提高大腿高抬幅度，发展跑的频率的练习是 (  ),D,高抬腿跑
2118,学生的体质监测由国务院（）组织实施。,A,教育主管部门
2119,影响人体发展的主要因素是(  ),D,遗传、营养和体育
2120,"运动处方的实施中,对每次锻炼过程进行阶段性划分,分别是",B,热身运动、主要运动和整理运动
2121,运动处方的四大要素是:运动项目、运动时间、运动频度和运动 （）,B,强度
2122,"运动强度是以每分钟的心率来表示.一般大学生的心率（ ）次/分钟以下为小强度,（）次/分钟为中强度,180次左右/分钟为大强度.",C,"120,120~150"
2123,按照《国家学生体质健康标准》学生（）测定一次。,C,每一年
2124,经常参加锻炼的人，安静时心率比一般人（）,D,慢
2125,BMI指数反映人体何种素质?,D,身体形态
2126,以下何种运动属于有氧运动?,C,慢跑
2127,运动中最大心率的计算方法有多中，一般可采用（）公式来简单计算,B,220一年龄
2128,体育锻炼必须持续系统地进行，使之成为作息制度和日常生活中不可缺少的内容”是指体育锻炼中的什么原则?,B,持之以恒原则
2129,以下观点中正确的观点为（）,D,普通大学生锻炼中心率在120-150次/分是较为适宜
2130,以下体质测试项目中反映人体心血管机能的项目为,D,1000米跑
2131,下列哪种运动对于降低血脂效果更好,B,有氧运动
2132,最大心率不容易测定，可以用公式推算。若某同学的年龄是25岁，则公式推算他的最大心率为,B,195
2133,下列选项中，属于发展灵敏性的手段,B,双摇跳绳
2134,”体能”也叫体适能(physical fitness)是一种满足生活需要和有足够能量完成各种活动任务的能力，主要通过()而获得,B,体育锻炼
2135,体能可分为两类，一类是与健康相关的体能，另一类是指与()相关的体能,C,运动技能
2136,心肺功能强的人比心肺功能弱的人在运动后3min恢复期内心跳频率（）,A,低
2137,体块指数BMI=体重(kg)/身高的平方(m2)，《国家学生体质健康标准》大学男生正常的BMI范围是,A,17.9-23.9
2138,采用引体向上测试评价肌肉耐力的方法，一名22岁大二学生应连续完成（）标准引体向上成绩为优秀,D,17次
2139,体块指数BMI=体重(kg)/身高的平方(m2)，《国家学生体质健康标准》大学女生正常的BMI范围是,A,17.2-23.9
2140,体块指数BMI=体重(kg)/身高的平方(m2)，《国家学生体质健康标准》大学男生低体重的BMII范围是,B,小于17.8.9
2141,体块指数BMI=体重(kg)/身高的平方(m2)，《国家学生体质健康标准》大学生肥胖的BMI范围是,C,23.4-25.7
2142,体块指数BMI=体重(kg)/身高的平方(m2)，《国家学生体质健康标准》大学生超重的BMI范围是,B,24-27.9
2143,间歇训练中一次较大的运动训练后恢复的目标心率应该在（）以下,C,120次/分
2144,有氧运动最好采用（）的方是最佳,D,低强度、长时间
2145,人体摄入的能量多于消耗的能量，则体重会（）,D,增加
2146,人体摄入的能量少于消耗的能量，则体重会（）,A,减少
2147,以健身为目的的运动，一般人的运动频率以每周（）次以上为适宜,B,3
2148,改善亚健康状态的一种最积极最有效最廉价的方法（）,C,健身运动
2149,国家学生体质健康标准2017修订版中立定跳远得分占总分的百分比（）,B,10%
2150,国家学生体质健康标准2017修订版中中长跑（1000米男/800米女）得分占总分的百分比（）,C,20%
2151,国家学生体质健康标准2017修订版中50米得分占总分的百分比（）,C,20%
2152,国家学生体质健康标准2017修订版中BMI得分占总分的百分比（）,A,15%
2153,国家学生体质健康标准2017修订版中坐位体前屈得分占总分的百分比（）,B,10%
2154,国家学生体质健康标准2017修订版中引体向上（男）/仰卧起坐（女）得分占总分的百分比（）,B,10%
2155,国家学生体质健康标准2017修订版中加分项目有2项，共有（）分,B,20
2156,国家学生体质健康标准2017修订版中肺活量得分占总分的百分比（）,A,15%
2157,发展速度素质的方法是(  ),A,30米冲刺
2158,下列哪个练习可以发展耐力素质（）,C,800米跑
2159,下列哪个练习可以发展柔韧素质（）,D,压腿
2160,皮脂厚度可反映人体（）,A,身体成分
2161,肺活量可反应人体（）,B,呼吸机能
2162,50米跑可反应人体（）,D,速度
2163,坐位体前屈可反应人体（）,C,柔韧性
2164,仰卧起坐可反应人体（）,D,力量耐力
2165,引体向上可反应人体（）,D,力量耐力
2166,立定跳远可反应人体（）,C,爆发力
2167,1000米跑可反应人体（）,D,耐力
2168,压肩可以发展（）,D,柔韧性
2169,游泳慢跑等运动属于（）,A,有氧运动
2170,影响体质健康的因素有（）,D,以上都是
2171,日常生活中哪些做法可以增加非运动性热量消耗（）,D,以上都是
2172,HIIT是什么形式的运动（）,B,高强度间歇训练
2173,高强度间歇训练可以（）,D,以上都是
2174,以下哪个指标最可反映人体有氧耐力水平（）,A,最大摄氧量
2175,负重抗阻练习时，需要增强肌肉耐力水平，应选择的负荷范围（）,C,25-30RM
2176,30RM负荷的抗阻训练可以（）,D,以上均是
2177,肌肉瞬间的负重和爆发力是（）,A,肌肉力量
2178,下列测试可反应肌肉力量和耐力的有（）,D,以上均是
2179,核心区包括（）,D,以上均是
2180,核心训练有别于一般力量训练，它强调（）,D,以上均是
2181,心肺系统是指功能上有密切联系的循环系统和呼吸系统，心肺功能牵涉到（）,D,以上均是
2182,一般健康人群，通过有氧运动提高人体心血管系统机能时，有效而且安全地运动心率范围是（）,C,最大心率60-80%
2183,一般无运动习惯的人群，最大心率如何计算（）,C,220-年龄
2184,身体柔韧性决定着身体各个关节动作的幅度和灵活性，它反映出人体（）,D,以上均是
2185,根据学生学年总分评定等级，良好等级评分范围是（）,B,80-89.9
2186,下列哪一项是国家学生体质健康标准中大学组的加分指标（）,A,引体向上
2187,国家学生体质健康标准中大学组的加分指标包括（）,D,以上均是
2188,国家学生体质健康标准中大学组的各加分指标的加分幅度是（）,A,10分
2189,低强度、长时间的匀速跑，心率掌握在(  )次/分之间，可以发展有氧耐力。,B,110-130  
2190,《国家学生体质健康标准》中的形态测评包括:身高和体重。,A,正确
2191,1000米测验是评价力量和心肺功能适应能力。 （ ）,B,错误
2192,12分钟跑能检测不仅是国际公认的评价最大吸氧量的有效方法，同时也是增强大学生有氧代谢能力的有效健身手段。（）,A,正确 
2193,不合理的运动负荷，也可以起到运动健身的效果。（ ）,B,错误
2194,当前，减肥的方法可谓多种多样，有控制饮食、运动、吸脂、药物疗法等等。,A,正确
2195,对人体的运动负荷进行评价，可以减少在运动过程中走弯路。（ ）,A,正确 
2196,对于一般体育锻炼者来说，没有必要每天都进行力量训练，如果每天都进行力量练习，会造成整体机能的不协调发展。（）,A,正确
2197,肺活量指数=肺活量/身高（cm） （ ）,B,错误
2198,患心血管疾病的人，参加剧烈运动时要谨慎，严重可导致猝死。（）,A,正确 
2199,健康只包括生理健康、心理健康。,B,错误
2200,健康而强壮的身体是人适应社会变革的物质基础（）,A,正确
2201,健康是一种在身体上，精神上，道德上和社会适应上的完美状态。,A,正确  
2202,健康是一种在生理上、精神上适应的完好状态（）,B,错误
2203,经常参与身体运动的人，往往精神也是愉快的（）,A,正确
2204,科学锻炼的原则是锻炼者必须遵循的基本准则，要获得良好的体育锻炼效果，就必须自觉遵循体育锻炼的基本原则。,A,正确
2205,克托莱指数（体重×身高×1000）被认为是反映人体形态发育水平的匀称度的有效指标。 （ ）,B,错误
2206,评定肥胖程度时应作体脂百分比测定。体脂百分比男性超过25%，女性超过30%--35%。即为肥胖。,A,正确
2207,评定运动负荷的最常用指标是心率。,A,正确
2208,轻松的全身活动或做些柔软体操是消除疲劳方法之一。 （ ）,A,正确
2209,缺乏一定体育锻炼基础的人，或中断体育锻炼过久的人，不宜参加紧张激烈的比赛活动。,A,正确
2210,人的体质健康就是指人的身体健康。,B,错误
2211,人的体质是因人而异的（）,A,正确
2212,人际关系不会影响到人的寿命与健康（）,B,错误
2213,人体在剧烈运动后先产生“二次呼吸”后产生“极点”（）,B,错误
2214,如果一个人性情暴躁、情绪激动，他可能还是处于一个健康状态（）,B,错误
2215,散步健身的运动方法只对于老年体弱者有用。（ ）,B,错误
2216,上代人的健康状态不会直接影响到下代人的遗传基础（）,B,错误
2217,社会适应是指人自身适应社会环境的变化和发展过程中处于良好状态（）,A,正确
2218,生理机能水平高是指机体新陈代谢旺盛，各器官、系统工作效能高（）,A,正确
2219,适当的运动可以很好地调节人体的免疫功能，提高机体的抗病能力。（）,A,正确
2220,体育健身学是我们必须掌握的一门科学，教会我们如何运动可以有效的达到健身的效果。（ ）,A,正确 
2221,体质健康监测可以让学生及时了解自己的体质健康状况，调整学习和锻炼的目标。,A,正确
2222,完美而健康的人是没有个性特征的（）,B,错误
2223,稳定的社会和和平的环境有利于人体的健康和人的生存（）,A,正确
2224,狭义上的健康就是身体无病、不虚弱（）,A,正确
2225,心理健康基本标准是吃得饱，睡得香。,B,错误
2226,心理健康是指人在情绪、意志、平衡人际和社会关系等方面处于良好状态。,A,正确  
2227,要想身体健康，必须用尽全力去运动（）,B,错误
2228,饮食、睡眠、劳动等都是影响人体健康的因素。,A,正确  
2229,雨雪天气，路面湿滑，所以尽量避免在雨雪中行走健身。（ ）,A,正确 
2230,运动处方通常包括运动目的、运动项目、运动强度、运动时间、运动频度、注意事项等六个组成部分。,A,正确
2231,运动强度是指运动时的剧烈程度。一般是以每分钟的心率来表示。,A,正确
2232,运动后可以大量饮水（）,B,错误
2233,运动中和运动后的饮水，应按少量多次为原则。（）,A,正确 
2234,在人体组成中，水的含量最高，约占人体重65%（）,A,正确
2235,坐立体前屈可发展腰部、腿部部位的柔韧性（）,A,正确 
2236,只要多运动，便可以达到减肥的目的。（）,B,错误
2237,只要运动就可以达到体育健身的要求。,B,错误
2238,亚健康是指人出现了机体疾病。（）,B,错误
2239,健康是指身体无疾病的状态。(    ),B,错误
2240,据世界卫生组织宣布（1988年），每个人的健康60%取决于自己，15%取决于遗传，10%取决于社会因素，8%取决于医疗条件，7%取决于生活环境和地理气候条件的影响。（    ）,A,正确
2241,影响健康的因素包括：合理的饮食、适当的体育锻炼和保持良好的睡眠。 （    ）,A,正确
2242,《国家学生体质健康标准》要求本科生每学年测试一次。（）,A,正确
2243,《国家学生体质健康标准》中针对身体残疾或因病不能参加测试的本科生可以申请免于测试。（）,A,正确
2244,《国家学生体质健康标准》中引体向上评价学生的肌肉力量与耐力。（）,A,正确
2245,《国家学生体质健康标准》中仰卧起坐评价学生肌肉力量与耐力。（）,A,正确
2246,《国家学生体质健康标准》中立定跳远评价学生下肢力量与爆发力。（）,A,正确
2247,《国家学生体质健康标准》中BMI大于28，测评价为肥胖。（）,A,正确
2248,.有氧运动是采取中小强度，持续运动一定时间，通过练习可以提高人体心肺功能，燃烧体内多余脂肪的一种运动。,A,正确
2249,《国家学生体质健康标准》中50米跑评价学生速度素质。（）,A,正确
2250,《国家学生体质健康标准》得分为85则评价等级为优秀（）,B,错误
2251,《国家学生体质健康标准》得分为90则评价等级为优秀（）,A,正确
2252,《国家学生体质健康标准》得分为70则评价等级为中等（）,B,错误
2253,《国家学生体质健康标准》得分为75则评价等级为及格（）,A,正确
2254,《国家学生体质健康标准》测试项目有10项（）,B,错误
2255,《国家学生体质健康标准》测试中所有项目均是必测项目（）,A,正确
2256,生活方式是影响体质健康的最主要因素（）,A,正确
2257,运动不足属于不良生活方式（）,A,正确
2258,健康的四大基石包括合理膳食、适量运动、戒烟限酒、心理平衡（）,A,正确
2259,久坐不动是人类健康的杀手（）,A,正确
2260,日常生活中增加非运动性热量消耗对健康无益（）,B,错误
2261,日常生活中应尽量避免让身体连续静坐超过1小时（）,A,正确
2262,高强度间歇训练适合于任何人群（）,B,错误
2263,所有人都可以从HIIT运动中获益（）,B,错误
2264,测定最大摄氧量可以反映一个人的心肺耐力水平（）,A,正确
2265,在进行肌肉力量练习时应该从小肌群开始训练（）,B,错误
2266,肌肉力量训练应该每天都坚持（）,B,错误
2267,肌肉力量主要是指肌肉持久做功的能力（）,B,错误
2268,肌肉耐力是指肌肉瞬间的负重和爆发力（）,B,错误
2269,心肺功能是指人的摄取氧气和转化氧气成为能量的能力（）,A,正确
2270,有氧运动是大肌肉群参与的运动，其强度大，有节奏，持续时间长（）,B,错误
2271,心肺耐力训练一般以有氧运动为主（）,A,正确
2272,一般可以用运动中的心率来反映运动强度（）,A,正确
2273,身体柔韧性与运动损伤密切相关（）,A,正确
2274,运动处方因人而异，包括运动项目、内容、强度、次数、时间等要素（）,A,正确
2275,体质就是人体的质量，是遗传获得的，后天不可改变（）,B,错误
2276,体质是人体维持良好健康状态的能力，健康是体质的外在表现（）,A,正确
2277,健康是一种动态的平衡，维持这种动态平衡的能力就是体质（）,A,正确
2278,患有哮喘或心脏病的学生，可以申请免于测试，毕业时不颁发体质健康等级证书（）,A,正确
2279,江苏省高等院校本科毕业生参加毕业学年的体质健康测试，根据测试成绩颁发体质健康等级证书，不及格和免于测试的学生不颁发证书（）,A,正确
2280,国家学生体质健康标准大学部分，所有年级的评价标准一致（）,B,错误
2281,国家学生体质健康标准大学部分，大一大二年级的评价标准一致，大三大四的评价标准一致（）,A,正确
2282,国家学生体质健康标准的学年总分由标准分与附加分之和构成，满分为120分（）,A,正确
